"Fly ID"	"Light Intensity(uW/mm2)"	"Wind status"	"Satiety"	"Genotype"	"Status"	"weighted_TSALE_P10"
24	"70uW"	"Wind"	"fed"	"w1118-UAS-CsChrimson"	"Parent"	1
25	"70uW"	"Wind"	"fed"	"w1118-UAS-CsChrimson"	"Parent"	0.00711743772241993
26	"70uW"	"Wind"	"fed"	"w1118-UAS-CsChrimson"	"Parent"	NA
33	"70uW"	"Wind"	"fed"	"w1118-UAS-CsChrimson"	"Parent"	-0.318505338078292
34	"70uW"	"Wind"	"fed"	"w1118-UAS-CsChrimson"	"Parent"	-0.112099644128114
35	"70uW"	"Wind"	"fed"	"w1118-UAS-CsChrimson"	"Parent"	NA
36	"70uW"	"Wind"	"fed"	"w1118-UAS-CsChrimson"	"Parent"	-0.256227758007117
37	"70uW"	"Wind"	"fed"	"w1118-UAS-CsChrimson"	"Parent"	-0.0462633451957295
38	"70uW"	"Wind"	"fed"	"w1118-UAS-CsChrimson"	"Parent"	-0.476868327402135
39	"70uW"	"Wind"	"fed"	"w1118-UAS-CsChrimson"	"Parent"	-0.375444839857651
40	"70uW"	"Wind"	"fed"	"w1118-UAS-CsChrimson"	"Parent"	1
41	"70uW"	"Wind"	"fed"	"w1118-UAS-CsChrimson"	"Parent"	-0.0097864768683274
42	"70uW"	"Wind"	"fed"	"w1118-UAS-CsChrimson"	"Parent"	NA
43	"70uW"	"Wind"	"fed"	"w1118-UAS-CsChrimson"	"Parent"	-0.316725978647687
44	"70uW"	"Wind"	"fed"	"w1118-UAS-CsChrimson"	"Parent"	-0.161921708185053
45	"70uW"	"Wind"	"fed"	"w1118-UAS-CsChrimson"	"Parent"	-0.597864768683274
46	"70uW"	"Wind"	"fed"	"w1118-UAS-CsChrimson"	"Parent"	-0.916370106761566
47	"70uW"	"Wind"	"fed"	"w1118-UAS-CsChrimson"	"Parent"	NA
48	"70uW"	"Wind"	"fed"	"w1118-UAS-CsChrimson"	"Parent"	-0.430604982206406
49	"70uW"	"Wind"	"fed"	"w1118-UAS-CsChrimson"	"Parent"	1
50	"70uW"	"Wind"	"fed"	"w1118-UAS-CsChrimson"	"Parent"	-0.370106761565836
51	"70uW"	"Wind"	"fed"	"w1118-UAS-CsChrimson"	"Parent"	0.0747330960854092
